City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,mukalla,14.5425,49.1242,295.36,63,1,0.42,YE,1738433996
366,garoowe,8.4054,48.4845,295.94,45,27,8.97,SO,1738433998
367,aurora,39.7294,-104.8319,283.46,32,75,0.89,US,1738433987
368,arno,60.1167,18.6333,271.12,81,7,3.71,SE,1738434000
369,yen vinh,18.6667,105.6667,291.74,98,36,2.45,VN,1738434001
370,hillview,38.0698,-85.6855,280.34,49,0,4.12,US,1738434002
371,inhambane,-23.865,35.3833,299.13,77,47,4.31,MZ,1738434004
372,sorsk,54.0033,90.2467,252.94,98,72,1.67,RU,1738434006
373,berezovyy,51.6667,135.7,253.36,99,100,0.67,RU,1738434007
374,bonthe,7.5264,-12.505,302.08,59,99,5.04,SL,1738434008
375,katsuura,35.1333,140.3,281.67,89,100,6.6,JP,1738434010
376,ouarzazat,30.9189,-6.8934,288.31,8,0,7.2,MA,1738434011
377,igrim,63.1906,64.4162,256.06,97,100,1.67,RU,1738434012
378,kirakira,-10.4544,161.9205,299.15,89,100,6.37,SB,1738434013
379,thunder bay,48.4001,-89.3168,256.14,78,100,0.51,CA,1738434016
380,keflavik,64.0049,-22.5624,277.39,75,75,10.29,IS,1738434017
381,westport,41.1415,-73.3579,275.23,49,0,10.29,US,1738433948
382,khorugh,37.4897,71.553,248.31,78,22,1.05,TJ,1738434019
383,kirensk,57.7853,108.1119,242.03,100,94,0.74,RU,1738434021
384,villa ojo de agua,-29.5,-63.6938,305.26,29,0,3.71,AR,1738434023
385,mchinji,-13.7984,32.8802,291.99,93,94,0.4,MW,1738434024
386,asubulaq,49.5583,83.0558,258.73,89,69,2.76,KZ,1738434025
387,shimoda,34.6667,138.95,280.35,90,100,3.02,JP,1738434026
388,hovd,48.0056,91.6419,252.66,75,30,2.49,MN,1738434027
389,kone,-21.0595,164.8658,297.73,87,44,2.2,NC,1738434028
390,soe,-9.8607,124.284,293.77,82,98,2.41,ID,1738434030
391,guane,22.2025,-84.0875,303.76,36,17,4.03,CU,1738434031
392,nogliki,51.8333,143.1667,246.73,96,96,2.36,RU,1738434033
393,samarinda,-0.5,117.15,296.03,92,100,0.54,ID,1738434034
394,kapuskasing,49.4169,-82.4331,255.15,60,56,1.03,CA,1738434035
395,elko,41.0002,-115.5012,277.12,92,100,3.58,US,1738434036
396,paramonga,-10.6667,-77.8333,297.44,73,93,3.5,PE,1738434038
397,tralee,52.2704,-9.7026,285.29,87,40,3.09,IE,1738434039
398,vilyuchinsk,52.9306,158.4028,260.3,82,97,4.65,RU,1738434040
399,kinna,57.5073,12.6946,271.89,74,0,0.91,SE,1738434041
400,luwuk,-0.9516,122.7875,295.7,84,100,1.64,ID,1738434043
401,benguela,-12.5763,13.4055,299.15,82,97,3.48,AO,1738434044
402,fale old settlement,-9.3852,-171.2468,300.8,79,57,6.53,TK,1738434045
403,tangalle,6.024,80.7911,297.31,90,95,4.53,LK,1738434046
404,saudarkrokur,65.7461,-19.6394,274.79,81,34,10.08,IS,1738434047
405,iwanai,42.9744,140.5089,271.75,78,100,4.35,JP,1738434048
406,parnamirim,-5.9156,-35.2628,304.34,58,20,5.66,BR,1738434050
407,loughrea,53.1969,-8.5669,283.01,93,100,7.27,IE,1738434051
408,souillac,-20.5167,57.5167,300.36,94,75,5.66,MU,1738434052
409,topolobampo,25.6,-109.05,293.1,60,0,5.14,MX,1738434053
410,kristiansund,63.1115,7.732,273.51,69,100,3.6,NO,1738434055
411,turkmenbasy,40.0222,52.9552,275.58,93,20,2.06,TM,1738434056
412,san borja,-14.8167,-66.85,303.91,65,100,2.12,BO,1738434057
413,karamay,45.6004,84.8661,263.64,82,31,1.61,CN,1738434058
414,nova vicosa,-17.8919,-39.3719,303.36,61,64,7.56,BR,1738434059
415,tadjourah,12.0,42.5,295.12,51,62,5.42,DJ,1738434061
416,puerto baquerizo moreno,-0.9,-89.6,303.7,62,20,5.14,EC,1738434062
417,lompoc,34.6391,-120.4579,289.34,72,75,2.57,US,1738434063
418,talakan,50.3167,130.3667,252.68,100,100,0.65,RU,1738434064
419,vicksburg,32.3526,-90.8779,290.81,59,0,2.06,US,1738434065
420,mizque,-17.941,-65.3402,300.45,33,0,3.93,BO,1738434066
421,silver city,32.7701,-108.2803,287.96,14,67,3.13,US,1738434068
422,vrangel',42.7297,133.0839,264.67,62,60,2.68,RU,1738434069
423,chinde,26.8212,87.7095,287.86,64,0,2.99,NP,1738434070
424,borogontsy,62.6683,131.1683,230.98,100,98,0.34,RU,1738434071
425,galliano,29.4422,-90.2992,291.15,48,0,2.06,US,1738434072
426,sovetskaya gavan',48.9723,140.2878,250.83,96,39,2.17,RU,1738434074
427,ubari,26.5921,12.7805,292.63,19,100,1.89,LY,1738434075
428,sao felix do xingu,-6.6447,-51.995,301.59,79,33,0.69,BR,1738434076
429,ocean shores,46.9737,-124.1563,278.72,81,100,4.02,US,1738433900
430,grinnell,41.743,-92.7224,277.14,75,40,9.77,US,1738434078
431,kirtipur,27.6667,85.2833,283.11,66,20,1.54,NP,1738434080
432,newman,37.3138,-121.0208,286.51,85,100,1.79,US,1738434081
433,moyale,3.5167,39.0584,297.17,29,14,5.51,KE,1738434082
434,fukuecho,32.6881,128.8419,284.71,77,100,13.87,JP,1738434083
435,ketchikan,55.3422,-131.6461,267.14,38,20,4.63,US,1738434052
436,kalmunai,7.4167,81.8167,298.1,85,11,3.51,LK,1738434086
437,ballina,-28.8667,153.5667,296.26,74,86,5.36,AU,1738434087
438,usogorsk,63.4106,48.6872,269.52,96,98,1.41,RU,1738434088
439,saint-pierre,-21.3393,55.4781,301.97,79,20,8.75,RE,1738434089
440,cruzeiro do sul,-29.5128,-51.9853,305.64,66,5,2.11,BR,1738434090
441,paragominas,-2.9667,-47.4833,299.13,92,94,1.64,BR,1738434092
442,cururupu,-1.8283,-44.8683,299.94,74,87,2.16,BR,1738434093
443,azov,47.1078,39.4165,277.97,80,100,1.69,RU,1738434094
444,camacupa,-12.0167,17.4833,291.09,94,99,0.41,AO,1738434096
445,coquimbo,-29.9533,-71.3436,294.81,60,75,6.69,CL,1738434097
446,san luis de la loma,17.2706,-100.8939,302.41,47,96,3.18,MX,1738434098
447,ponta delgada,37.7333,-25.6667,291.59,63,20,6.17,PT,1738434099
448,qiqihar,47.3408,123.9672,247.45,100,86,1.6,CN,1738434101
449,igarka,67.4667,86.5833,242.65,97,79,1.96,RU,1738434102
450,betio village,1.358,172.9211,300.17,83,83,8.19,KI,1738434103
451,bom jesus,-9.0744,-44.3586,301.82,69,82,2.17,BR,1738434104
452,na wa,17.4897,104.1006,294.81,43,4,1.97,TH,1738434105
453,kisangani,0.5167,25.2,301.56,41,56,1.19,CD,1738434107
454,crane,31.3974,-102.3501,291.23,17,0,4.19,US,1738434108
455,fada,7.25,4.0667,303.11,52,55,2.52,NG,1738434109
456,thinadhoo,0.5333,72.9333,301.23,76,100,4.31,MV,1738434113
457,butembo,0.15,29.2833,292.86,50,89,0.8,CD,1738434114
458,pesqueira,-8.3578,-36.6964,304.07,30,4,4.98,BR,1738434115
459,polyarnyy,69.1989,33.4478,268.77,86,94,6.64,RU,1738434116
460,filingue,14.3521,3.3168,299.74,13,100,2.72,NE,1738434118
461,namibe,-15.1961,12.1522,295.94,79,100,2.29,AO,1738434119
462,lisala,2.15,21.5167,299.5,31,58,1.44,CD,1738434120
463,port-gentil,-0.7193,8.7815,302.13,79,40,4.12,GA,1738434121
464,san andres,12.5847,-81.7006,303.16,74,20,8.23,CO,1738434122
465,goba,7.0167,39.9833,284.61,47,7,1.69,ET,1738434124
466,selfoss,63.9331,-20.9971,276.51,80,100,14.13,IS,1738434125
467,rumbek,6.802,29.6912,304.42,21,10,1.56,SS,1738434126
468,syzran',53.1585,48.4681,274.37,97,100,3.16,RU,1738434127
469,kermit,31.8576,-103.0927,289.06,20,0,2.57,US,1738433917
470,akureyri,65.6835,-18.0878,277.11,70,75,7.2,IS,1738434130
471,kuta,-8.7233,115.1723,299.12,94,20,0.51,ID,1738434131
472,arawa,-6.2132,155.5367,299.06,85,100,1.11,PG,1738434132
473,anna regina,7.2644,-58.5077,299.94,71,74,4.22,GY,1738434133
474,kingston,17.997,-76.7936,302.68,70,40,4.63,JM,1738434123
475,grantsville,40.5999,-112.4644,279.98,70,100,4.47,US,1738434136
476,vila velha,-20.3297,-40.2925,303.12,66,20,8.75,BR,1738434137
477,rocky mountain house,52.3668,-114.9188,252.21,84,100,4.12,CA,1738434138
478,veinticinco de mayo,-35.4323,-60.1727,311.32,18,1,2.5,AR,1738434139
479,salym,60.0625,71.4789,254.4,100,95,1.09,RU,1738434141
480,darwin,-12.4611,130.8418,302.14,87,75,4.47,AU,1738434142
481,ponnamaravati,10.3,78.55,296.24,88,89,1.16,IN,1738434143
482,kyzyl-suu,42.3414,78.0056,262.98,54,25,5.22,KG,1738434145
483,ribera,37.4984,13.2642,286.29,72,73,7.46,IT,1738434146
484,paphos,34.7667,32.4167,285.03,94,20,3.09,CY,1738434147
485,pangody,65.85,74.4859,246.94,98,53,3.75,RU,1738434148
486,sandnessjoen,66.0217,12.6316,271.92,85,6,5.82,NO,1738434149
487,vanimo,-2.6741,141.3028,298.74,89,100,2.09,PG,1738434151
488,kalevala,65.2,31.1667,268.44,94,99,3.96,RU,1738434152
489,maych'ew,12.7875,39.5422,285.46,64,25,3.33,ET,1738434153
490,afgooye,2.1381,45.1212,296.76,77,67,8.48,SO,1738434154
491,elliot,-31.3333,27.85,289.24,93,14,1.83,ZA,1738434155
492,beau vallon,-20.4189,57.6953,300.28,94,75,5.66,MU,1738434157
493,am timan,11.0297,20.2827,301.34,15,44,2.19,TD,1738434158
494,wulingyuan,29.3494,110.5441,274.39,98,100,0.67,CN,1738434159
495,hobyo,5.3505,48.5268,297.33,79,80,9.63,SO,1738434160
496,sora,41.7157,13.6141,283.48,68,100,1.9,IT,1738434161
497,koster,-25.863,26.8976,296.73,46,48,2.9,ZA,1738434163
498,atasu,48.6814,71.6433,263.25,96,99,5.03,KZ,1738434164
499,puerto yuca,2.9383,-73.2083,306.55,36,90,4.5,CO,1738434165
500,chiungutwa,-10.8833,38.9833,297.66,83,99,1.33,TZ,1738434166
501,ola,59.5833,151.2833,246.46,83,11,3.58,RU,1738434167
502,tshela,-4.9833,12.9333,297.19,95,97,0.79,CD,1738434168
503,neftegorsk,52.802,51.166,273.8,99,100,3.5,RU,1738434170
504,fort st. john,56.2499,-120.8529,247.09,64,20,6.17,CA,1738434171
505,andkhoy,36.9529,65.1238,277.91,59,2,3.35,AF,1738434172
506,tucurui,-3.7661,-49.6725,300.75,84,90,1.83,BR,1738434173
507,tamiahua,21.2667,-97.45,296.71,56,89,3.79,MX,1738434176
508,san fernando de apure,7.8878,-67.4724,308.69,29,93,5.05,VE,1738434177
509,jalai nur,49.45,117.7,242.59,99,15,1.84,CN,1738434178
510,sharkawshchyna,55.3713,27.4706,273.65,84,92,6.77,BY,1738434179
511,kongsberg,59.6652,9.6465,265.48,97,55,1.1,NO,1738434181
512,bardai,11.65,7.2333,298.28,18,99,4.54,NG,1738434182
513,bolu,40.6667,31.5833,280.38,84,35,1.09,TR,1738434183
514,astorga,-23.2325,-51.6656,300.6,66,27,2.43,BR,1738434185
515,huaicheng,23.9051,112.1931,289.43,77,90,1.29,CN,1738434186
516,sinop,41.7711,34.8709,278.87,78,32,1.02,TR,1738434187
517,san patricio,28.017,-97.5169,296.12,28,17,2.2,US,1738434188
518,villa emilio carranza,19.9667,-96.6,294.66,52,100,4.29,MX,1738434190
519,langtoucun,40.0261,124.3286,261.1,89,53,1.81,CN,1738434191
520,road town,18.4167,-64.6167,301.17,69,75,5.14,VG,1738434192
521,genhe,50.7833,121.5167,239.16,100,100,0.55,CN,1738434193
522,north bend,43.4065,-124.2243,281.06,93,100,2.57,US,1738434194
523,ceerigaabo,10.6162,47.368,287.78,52,21,2.02,SO,1738434195
524,ust'-ilimsk,58.0006,102.6619,240.59,100,34,1.03,RU,1738434197
525,pak phanang,8.3511,100.202,296.17,76,100,1.68,TH,1738434198
526,maceio,-9.6658,-35.7353,298.84,88,75,5.14,BR,1738434199
527,masterton,-40.9597,175.6575,287.71,97,92,2.56,NZ,1738434200
528,marsh harbour,26.5412,-77.0636,297.71,72,59,3.41,BS,1738434201
529,ashburton,-37.8626,145.0794,294.83,73,69,0.69,AU,1738434203
530,marshfield,44.6689,-90.1718,266.12,58,100,6.69,US,1738434204
531,bafoulabe,13.8065,-10.8321,304.64,7,0,4.25,ML,1738434205
532,al jawf,29.5,38.75,284.59,45,2,2.49,SA,1738434207
533,novobelokatay,55.7062,58.9549,272.83,96,100,3.82,RU,1738434209
534,makeni,8.8833,-12.05,309.01,12,88,1.67,SL,1738434210
535,yelizovo,53.1873,158.3805,260.23,61,0,2.0,RU,1738434132
536,fredrikstad,59.2181,10.9298,272.36,94,34,0.0,NO,1738434212
537,caraubas,-5.7925,-37.5567,308.6,24,28,2.51,BR,1738434213
538,kuala belait,4.5833,114.1833,296.95,92,99,3.57,BN,1738434215
539,slave lake,55.2834,-114.769,249.14,64,75,10.29,CA,1738434216
540,mount gambier,-37.8333,140.7667,290.31,55,27,1.49,AU,1738434217
541,zarghun shahr,32.8473,68.4457,270.77,37,0,2.21,AF,1738434218
542,champerico,14.3,-91.9167,302.72,60,3,4.35,GT,1738434219
543,saint-joseph,-21.3667,55.6167,301.36,83,63,5.77,RE,1738434221
544,stornoway,58.2093,-6.3865,283.2,82,100,13.89,GB,1738434222
545,amurzet,47.6967,131.0981,248.23,99,66,1.26,RU,1738434223
546,raduzhnyy,62.0961,77.475,254.79,97,100,3.06,RU,1738434225
547,salekhard,66.53,66.6019,251.63,97,100,5.71,RU,1738434226
548,aban,56.67,96.06,242.98,100,22,1.39,RU,1738434227
549,flying fish cove,-10.4217,105.6791,299.97,94,100,6.17,CX,1738434228
550,muang khong,14.1167,105.85,293.96,45,36,0.67,LA,1738434229
551,da nang,16.0678,108.2208,292.14,94,20,1.03,VN,1738434231
552,marshall,34.3834,-86.3333,287.01,77,75,3.09,US,1738434232
553,sandviken,60.6167,16.7667,267.91,98,5,2.16,SE,1738434233
554,ramnagar,29.4,79.1167,287.53,33,0,2.41,IN,1738434235
555,wajir,1.7471,40.0573,305.13,22,0,2.06,KE,1738434236
556,kudat,6.8837,116.8477,300.11,94,85,1.03,MY,1738434238
557,nishinoomote,30.7333,131.0,288.12,77,80,7.21,JP,1738434239
558,las varillas,-31.8721,-62.7195,311.59,14,0,4.49,AR,1738434240
559,puerto armuelles,8.2833,-82.8667,298.76,88,99,2.24,PA,1738434099
560,leer,53.2316,7.461,274.23,95,13,1.28,DE,1738434242
561,keetmanshoop,-26.5833,18.1333,303.12,21,16,10.83,NA,1738434244
562,pades,45.0167,22.85,280.66,64,4,1.57,RO,1738434245
563,kuusamo,65.9667,29.1833,270.17,93,100,3.09,FI,1738434246
564,poronaysk,49.2167,143.1167,256.73,94,100,2.33,RU,1738434247
565,pemangkat,1.1667,108.9667,298.21,88,100,2.82,ID,1738434248
566,sao joao da barra,-21.6403,-41.0511,305.2,87,95,8.27,BR,1738434250
567,shalqar,47.8333,59.6,265.53,100,41,0.38,KZ,1738434251
568,mount isa,-20.7333,139.5,301.02,54,100,5.66,AU,1738434252
569,kocevje,45.6433,14.8633,276.1,94,100,0.91,SI,1738434253
570,toro,4.6117,-76.0814,299.08,63,80,1.47,CO,1738434255
571,richards bay,-28.783,32.0377,298.82,87,81,2.37,ZA,1738434256
572,zharkent,44.1628,80.0,264.75,70,80,2.1,KZ,1738434258
573,san ignacio,17.1561,-89.0714,304.23,55,40,5.14,BZ,1738434259
574,salalah,17.0151,54.0924,294.2,13,0,2.57,OM,1738434261
575,eseka,3.65,10.7667,300.89,65,72,3.16,CM,1738434262
576,zhezqazghan,47.7833,67.7667,266.68,97,100,2.39,KZ,1738434263
577,deniliquin,-35.5333,144.9667,300.5,38,30,6.12,AU,1738434264
578,doba,8.65,16.85,301.22,15,84,1.89,TD,1738434265
579,polavaram,17.2467,81.6439,293.58,88,6,0.94,IN,1738434267
580,fisterra,42.9049,-9.2629,287.04,94,100,0.62,ES,1738434269
581,port douglas,-16.4833,145.4667,300.2,85,97,1.53,AU,1738434271
582,bubaque,11.2833,-15.8333,301.57,44,0,5.47,GW,1738434272
583,quelimane,-17.8786,36.8883,299.98,88,35,3.18,MZ,1738434275
584,akjoujt,19.6969,-14.4164,299.75,10,0,6.62,MR,1738434276
585,sitka,57.0531,-135.33,265.36,62,0,5.4,US,1738434267
586,martaban,16.5314,97.6111,294.41,74,89,1.0,MM,1738434278
587,fonte boa,-2.4959,-66.2662,304.91,53,76,2.36,BR,1738434280
588,taiobeiras,-15.8078,-42.2331,299.2,57,98,2.81,BR,1738434281
589,barra de santo antonio,-9.4047,-35.5072,300.95,71,19,4.94,BR,1738434282
590,lampasas,31.2168,-98.2336,293.87,26,0,4.05,US,1738434283
591,saipan,15.1355,145.701,299.54,90,40,4.63,MP,1738434284
592,novyy urgal,51.0736,132.5642,252.27,100,100,0.5,RU,1738434286
593,paghman,34.5875,68.9533,266.83,49,0,2.52,AF,1738434287
594,la palma,33.8464,-118.0467,291.53,61,40,1.54,US,1738434288
595,bereznik,62.8551,42.7072,273.09,98,100,2.92,RU,1738434289
596,traralgon,-38.1833,146.5333,291.49,78,100,0.93,AU,1738434291
597,waingapu,-9.6567,120.2641,299.85,75,98,6.18,ID,1738434292
598,azna,33.6095,48.9307,278.06,49,100,2.55,IR,1738434293
599,noormarkku,61.5927,21.8685,271.03,86,75,3.6,FI,1738434294
600,morehead city,34.7229,-76.726,292.61,51,0,4.12,US,1738434295
601,tshabong,-26.05,22.45,306.66,16,32,5.49,BW,1738434297
602,ambon,-3.6954,128.1814,301.06,100,100,2.67,ID,1738434298
603,sofifi,0.7349,127.576,298.13,84,100,2.97,ID,1738434299
604,aswan,24.0934,32.907,292.87,25,1,5.35,EG,1738434300
605,papagaios,-19.4492,-44.7478,297.24,79,100,2.86,BR,1738434301
606,el abiodh sidi cheikh,32.893,0.5484,281.78,51,31,5.58,DZ,1738434304
607,kerikeri,-35.2268,173.9474,288.27,95,32,1.97,NZ,1738434305
608,taltal,-25.4,-70.4833,293.91,74,10,1.68,CL,1738434306
609,tolanaro,-25.0319,46.9987,299.19,89,75,2.06,MG,1738434308
